OBJECTID,CASE_1,CASE_2,CASE_3,SYMBOL,TIME_ZONE,latitude,longitude
"41",Y,,,"1",B,47.13407,-122.22256
"41",Y,,,"1",B,47.1358,-122.22396
"39",Y,Y,,"2",B,47.13581,-122.22495
"39",Y,Y,,"2",B,47.13265,-122.22512
"39",Y,Y,,"2",B,47.1331,-122.22513
"39",Y,Y,,"2",B,47.13604,-122.22596
"39",Y,Y,,"2",B,47.13481,-122.22659
"39",Y,Y,,"2",B,47.1377,-122.22534
"41",Y,,,"1",B,47.13747,-122.22445
"39",Y,Y,,"2",B,47.1371,-122.22623
"39",Y,Y,,"2",B,47.13867,-122.22602
"39",Y,Y,,"2",B,47.12572,-122.22434
"41",Y,,,"1",B,47.1255,-122.22148
"39",Y,Y,,"2",B,47.12574,-122.2255
"41",Y,,,"1",B,47.13227,-122.22228
"39",Y,Y,,"2",B,47.13213,-122.22476
"39",Y,Y,,"2",B,47.13075,-122.22606
"39",Y,Y,,"2",B,47.12926,-122.22754
"39",Y,Y,,"2",B,47.13045,-122.22774
"39",Y,Y,,"2",B,47.12701,-122.22828
"39",Y,Y,,"2",B,47.13193,-122.22821
"39",Y,Y,,"2",B,47.13237,-122.22867
"39",Y,Y,,"2",B,47.13237,-122.22696
"41",Y,,,"1",B,47.1297,-122.22264
"39",Y,Y,,"2",B,47.12982,-122.22488
"39",Y,Y,,"2",B,47.13367,-122.226
"39",Y,Y,,"2",B,47.13374,-122.22783
"39",Y,Y,,"2",B,47.13148,-122.22907
"39",Y,Y,,"2",B,47.13106,-122.22864
